group,dominant_topic,topic_label,topic_prob,sentiment,polarity,subjectivity
sci.space.nasa,Topic 9,space earth,0.334,Negative,-0.375,0.525
sci.electronics.devices,Topic 23,power battery,0.328,Neutral,0.05,0.368
sci.electronics.devices,Topic 13,let put,0.27,Neutral,-0.01,0.413
comp.graphics.software,Topic 11,sale new,0.385,Neutral,0.021,0.258
sci.med.disease,Topic 13,let put,0.437,Positive,0.217,0.517
politics.mideast.arab,Topic 7,israel jew,0.268,Negative,-0.073,0.545
comp.hardware.drives,Topic 12,computer system,0.45,Positive,0.208,0.317
talk.politics.misc,Topic 30,president of the united states,0.439,Positive,0.23,0.49
sci.crypt,Topic 10,key government,0.395,Positive,0.111,0.604
sci.space.astronomy,Topic 9,space earth,0.297,Positive,0.099,0.515
sci.med.disease,Topic 13,let put,0.384,Positive,0.275,0.5
politics.mideast.arab,Topic 13,let put,0.312,Positive,0.113,0.428
misc.forsale,Topic 24,mike and john,0.191,Positive,0.267,0.327
alt.atheism,Topic 14,god christian,0.283,Neutral,0.021,0.441
talk.religion.misc,Topic 13,let put,0.283,Positive,0.128,0.498
sci.crypt,Topic 13,let put,0.28,Positive,0.199,0.561
sci.space.astronomy,Topic 13,let put,0.387,Positive,0.375,0.666
sci.electronics.circuit,Topic 23,power battery,0.275,Neutral,0.034,0.237
talk.religion.misc,Topic 7,israel jew,0.167,Positive,0.122,0.351
religion.christian.church,Topic 14,god christian,0.48,Neutral,0.013,0.617
comp.windows.x,Topic 13,let put,0.326,Positive,0.067,0.233
sci.electronics.circuit,Topic 13,let put,0.342,Positive,0.105,0.235
talk.religion.misc,Topic 14,god christian,0.496,Positive,0.11,0.271
comp.os.ms-windows.misc,Topic 13,let put,0.253,Negative,-0.08,0.429
talk.politics.misc,Topic 17,evidence claim,0.394,Neutral,0.017,0.25
politics.mideast.israel,Topic 8,wiki wiki,0.255,Neutral,0.0,0.0
religion.christian.bible,Topic 14,god christian,0.294,Positive,0.253,0.434
comp.os.ms-windows.misc,Topic 13,let put,0.333,Positive,0.119,0.531
alt.atheism,Topic 13,let put,0.195,Positive,0.938,0.8
misc.forsale,Topic 11,sale new,0.442,Neutral,0.002,0.263
comp.graphics.software,Topic 16,file image,0.239,Positive,0.296,0.553
comp.sys.mac.hardware,Topic 13,let put,0.318,Positive,0.175,0.706
comp.hardware.cpu,Topic 20,mile a car,0.375,Neutral,0.0,0.0
comp.graphics.software,Topic 16,file image,0.334,Positive,0.1,0.55
comp.graphics.software,Topic 17,evidence claim,0.198,Neutral,0.042,0.397
sci.space.nasa,Topic 13,let put,0.419,Positive,0.139,0.551
talk.politics.misc,Topic 13,let put,0.501,Positive,0.35,0.3
sci.electronics.circuit,Topic 13,let put,0.265,Positive,0.068,0.25
sci.electronics.devices,Topic 13,let put,0.257,Positive,0.191,0.574
sci.space.nasa,Topic 30,president of the united states,0.436,Positive,0.067,0.192
sci.crypt,Topic 13,let put,0.396,Neutral,0.0,0.0
sport.hockey.nhl,Topic 13,let put,0.345,Positive,0.179,0.604
comp.sys.mac.hardware,Topic 13,let put,0.274,Negative,-0.083,0.217
sci.space.nasa,Topic 17,evidence claim,0.282,Neutral,0.0,0.362
misc.forsale,Topic 11,sale new,0.383,Positive,0.25,0.5
rec.motorcycles,Topic 13,let put,0.334,Neutral,0.007,0.37
comp.windows.x,Topic 19,client server,0.293,Positive,0.235,0.575
alt.atheism,Topic 17,evidence claim,0.304,Positive,0.145,0.435
comp.windows.x,Topic 22,window set color,0.49,Neutral,-0.0,0.288
comp.windows.x,Topic 12,computer system,0.304,Neutral,-0.017,0.205
comp.os.ms-windows.misc,Topic 13,let put,0.3,Neutral,0.025,0.379
religion.christian.bible,Topic 13,let put,0.42,Positive,0.094,0.325
comp.graphics.software,Topic 16,file image,0.21,Positive,0.2,0.325
sci.electronics.circuit,Topic 6,bit point,0.318,Positive,0.215,0.418
talk.religion.misc,Topic 14,god christian,0.34,Neutral,0.0,0.0
comp.sys.mac.hardware,Topic 11,sale new,0.332,Positive,0.158,0.467
sci.electronics.circuit,Topic 12,computer system,0.536,Positive,0.162,0.371
comp.os.ms-windows.misc,Topic 12,computer system,0.314,Positive,0.275,0.632
rec.motorcycles,Topic 11,sale new,0.301,Positive,0.183,0.392
talk.religion.misc,Topic 14,god christian,0.194,Neutral,0.0,0.0
sci.med.treatment,Topic 8,wiki wiki,0.315,Positive,0.164,0.46
comp.sys.mac.hardware,Topic 16,file image,0.427,Positive,0.055,0.343
misc.forsale,Topic 20,mile a car,0.437,Positive,0.157,0.417
misc.forsale,Topic 11,sale new,0.348,Positive,0.225,0.675
rec.sport.baseball,Topic 13,let put,0.296,Negative,-0.175,0.471
comp.graphics.software,Topic 16,file image,0.671,Positive,0.071,0.557
sci.electronics.circuit,Topic 13,let put,0.217,Positive,0.157,0.413
sci.med.disease,Topic 28,patient drug,0.261,Positive,0.094,0.469
sci.electronics.devices,Topic 23,power battery,0.146,Positive,0.068,0.534
comp.windows.x,Topic 12,computer system,0.339,Negative,-0.077,0.48
comp.graphics.hardware,Topic 13,let put,0.398,Positive,0.127,0.568
misc.forsale,Topic 20,mile a car,0.351,Positive,0.7,0.8
comp.os.ms-windows.misc,Topic 12,computer system,0.375,Positive,0.332,0.528
sport.hockey.general,Topic 26,football player vs. football team,0.474,Positive,0.095,0.342
comp.windows.x,Topic 12,computer system,0.226,Positive,0.115,0.316
sci.crypt,Topic 4,state law gun,0.232,Positive,0.217,0.617
politics.guns.control,Topic 13,let put,0.321,Positive,0.075,0.217
religion.christian.church,Topic 14,god christian,0.509,Neutral,0.03,0.503
misc.forsale,Topic 11,sale new,0.295,Positive,0.187,0.301
rec.sport.baseball,Topic 13,let put,0.505,Positive,0.167,0.592
comp.sys.mac.hardware,Topic 12,computer system,0.358,Positive,0.3,0.917
sci.med.disease,Topic 28,patient drug,0.503,Neutral,-0.025,0.615
religion.christian.bible,Topic 13,let put,0.291,Positive,0.44,0.59
comp.graphics.software,Topic 14,god christian,0.197,Neutral,0.0,0.0
sci.med.treatment,Topic 28,patient drug,0.319,Positive,0.306,0.482
comp.os.ms-windows.misc,Topic 12,computer system,0.29,Positive,0.271,0.501
religion.christian.bible,Topic 13,let put,0.378,Positive,1.0,1.0
sci.med.disease,Topic 13,let put,0.395,Neutral,-0.023,0.279
politics.mideast.israel,Topic 13,let put,0.388,Neutral,0.0,0.0
sci.med.treatment,Topic 8,wiki wiki,0.482,Negative,-0.6,1.0
comp.sys.mac.hardware,Topic 13,let put,0.211,Positive,0.194,0.599
comp.os.ms-windows.misc,Topic 12,computer system,0.307,Positive,0.117,0.48
politics.guns.control,Topic 13,let put,0.296,Neutral,0.025,0.496
sci.space.nasa,Topic 13,let put,0.388,Positive,0.32,0.58
politics.guns.control,Topic 13,let put,0.403,Neutral,0.0,0.333
misc.forsale,Topic 11,sale new,0.491,Positive,0.128,0.393
talk.politics.misc,Topic 13,let put,0.311,Positive,0.212,0.279
sci.space.nasa,Topic 13,let put,0.452,Positive,0.228,0.532
comp.graphics.software,Topic 22,window set color,0.391,Positive,0.2,0.404
comp.os.ms-windows.misc,Topic 16,file image,0.322,Positive,0.252,0.537
talk.politics.misc,Topic 13,let put,0.357,Neutral,0.05,0.54
comp.hardware.cpu,Topic 13,let put,0.315,Positive,0.208,0.342
talk.religion.misc,Topic 17,evidence claim,0.266,Positive,0.2,0.394
comp.graphics.software,Topic 16,file image,0.322,Positive,0.25,0.34
sci.crypt,Topic 16,file image,0.187,Neutral,0.041,0.403
talk.politics.misc,Topic 13,let put,0.431,Negative,-0.183,0.644
rec.sport.baseball,Topic 13,let put,0.187,Positive,0.175,0.45
talk.politics.misc,Topic 30,president of the united states,0.308,Positive,0.152,0.394
religion.christian.bible,Topic 14,god christian,0.28,Positive,0.103,0.459
sci.crypt,Topic 16,file image,0.155,Positive,0.1,0.523
talk.politics.misc,Topic 13,let put,0.291,Negative,-0.5,0.5
sport.hockey.nhl,Topic 13,let put,0.338,Neutral,0.0,0.0
sport.hockey.general,Topic 13,let put,0.528,Positive,0.405,0.64
comp.graphics.software,Topic 13,let put,0.357,Positive,0.161,0.486
religion.christian.church,Topic 14,god christian,0.719,Positive,0.077,0.463
rec.sport.baseball,Topic 17,evidence claim,0.51,Positive,0.25,0.506
rec.motorcycles,Topic 27,bike motorcycle,0.493,Neutral,-0.05,0.125
rec.sport.baseball,Topic 13,let put,0.408,Positive,0.167,0.7
comp.sys.mac.hardware,Topic 13,let put,0.667,Neutral,0.02,0.485
sci.crypt,Topic 13,let put,0.373,Neutral,0.042,0.142
comp.hardware.cpu,Topic 11,sale new,0.307,Positive,0.269,0.419
misc.forsale,Topic 11,sale new,0.302,Positive,0.438,0.338
politics.mideast.israel,Topic 7,israel jew,0.586,Positive,0.103,0.26
sci.space.nasa,Topic 9,space earth,0.188,Neutral,0.006,0.36
sci.space.nasa,Topic 13,let put,0.342,Positive,0.158,0.5
comp.hardware.cpu,Topic 17,evidence claim,0.267,Negative,-0.279,0.636
sci.space.nasa,Topic 16,file image,0.592,Positive,0.235,0.629
politics.guns.rights,Topic 13,let put,0.297,Positive,0.074,0.538
comp.windows.x,Topic 8,wiki wiki,0.287,Positive,0.1,0.5
politics.mideast.arab,Topic 7,israel jew,0.338,Positive,0.079,0.379
sport.hockey.nhl,Topic 30,president of the united states,0.233,Positive,0.103,0.401
comp.graphics.software,Topic 13,let put,0.309,Neutral,0.028,0.628
talk.religion.misc,Topic 17,evidence claim,0.467,Positive,0.312,0.562
comp.os.ms-windows.misc,Topic 12,computer system,0.317,Positive,0.237,0.775
comp.os.ms-windows.misc,Topic 12,computer system,0.649,Positive,0.207,0.409
sci.crypt,Topic 16,file image,0.23,Positive,0.25,0.2
misc.forsale,Topic 11,sale new,0.509,Neutral,0.027,0.353
comp.graphics.software,Topic 13,let put,0.428,Positive,0.417,0.833
sci.med.disease,Topic 11,sale new,0.398,Neutral,-0.006,0.268
politics.mideast.arab,Topic 4,state law gun,0.223,Neutral,-0.019,0.201
sci.crypt,Topic 10,key government,0.273,Positive,0.075,0.386
comp.hardware.cpu,Topic 12,computer system,0.413,Positive,0.18,0.585
misc.forsale,Topic 6,bit point,0.151,Neutral,0.043,0.186
comp.os.ms-windows.misc,Topic 17,evidence claim,0.352,Positive,0.425,0.575
comp.graphics.hardware,Topic 16,file image,0.397,Positive,0.267,0.6
sci.crypt,Topic 13,let put,0.336,Positive,0.105,0.608
politics.mideast.israel,Topic 30,president of the united states,0.418,Neutral,-0.003,0.434
politics.guns.control,Topic 4,state law gun,0.346,Neutral,0.0,0.0
talk.religion.misc,Topic 14,god christian,0.647,Positive,0.053,0.459
sport.hockey.nhl,Topic 30,president of the united states,0.312,Neutral,0.036,0.319
sci.crypt,Topic 17,evidence claim,0.368,Neutral,0.05,0.581
rec.autos.repair,Topic 20,mile a car,0.243,Negative,-0.056,0.278
sci.crypt,Topic 4,state law gun,0.187,Positive,0.09,0.24
politics.guns.control,Topic 13,let put,0.407,Neutral,-0.049,0.501
comp.sys.mac.hardware,Topic 12,computer system,0.21,Neutral,0.0,0.0
comp.graphics.software,Topic 16,file image,0.435,Positive,0.167,0.167
comp.windows.x,Topic 12,computer system,0.338,Positive,0.164,0.465
sci.med.disease,Topic 17,evidence claim,0.323,Positive,0.15,0.4
politics.mideast.arab,Topic 7,israel jew,0.265,Neutral,-0.022,0.341
talk.politics.misc,Topic 13,let put,0.229,Neutral,-0.048,0.383
comp.hardware.drives,Topic 13,let put,0.318,Positive,0.197,0.421
religion.christian.church,Topic 14,god christian,0.218,Positive,0.222,0.43
rec.autos.repair,Topic 13,let put,0.307,Positive,0.31,0.707
religion.christian.church,Topic 16,file image,0.336,Neutral,-0.01,0.423
alt.atheism,Topic 17,evidence claim,0.374,Positive,0.137,0.469
comp.os.ms-windows.misc,Topic 12,computer system,0.289,Positive,0.203,0.485
sci.space.nasa,Topic 8,wiki wiki,0.32,Neutral,0.0,0.1
comp.os.ms-windows.misc,Topic 12,computer system,0.232,Positive,0.302,0.447
politics.guns.control,Topic 30,president of the united states,0.404,Neutral,0.019,0.219
rec.autos.repair,Topic 20,mile a car,0.322,Positive,0.075,0.398
comp.hardware.cpu,Topic 13,let put,0.242,Positive,0.199,0.441
religion.christian.church,Topic 14,god christian,0.618,Neutral,0.026,0.414
comp.hardware.drives,Topic 12,computer system,0.487,Positive,0.206,0.405
rec.sport.baseball,Topic 7,israel jew,0.265,Neutral,0.0,0.0
politics.mideast.israel,Topic 13,let put,0.25,Neutral,0.033,0.296
comp.graphics.software,Topic 16,file image,0.33,Positive,0.055,0.442
religion.christian.church,Topic 14,god christian,0.404,Positive,0.32,0.429
comp.graphics.software,Topic 16,file image,0.544,Positive,0.25,0.65
rec.motorcycles,Topic 7,israel jew,0.54,Positive,0.129,0.568
sci.med.treatment,Topic 16,file image,0.331,Neutral,0.044,0.294
religion.christian.church,Topic 14,god christian,0.579,Positive,0.087,0.515
politics.mideast.arab,Topic 13,let put,0.433,Negative,-0.103,0.322
rec.motorcycles,Topic 13,let put,0.692,Negative,-0.075,0.444
misc.forsale,Topic 11,sale new,0.377,Positive,0.7,0.6
rec.autos.buying,Topic 8,wiki wiki,0.28,Positive,0.121,0.319
talk.politics.misc,Topic 30,president of the united states,0.223,Positive,0.122,0.383
religion.christian.bible,Topic 14,god christian,0.562,Neutral,0.013,0.466
comp.graphics.software,Topic 16,file image,0.479,Positive,0.073,0.392
comp.os.ms-windows.misc,Topic 22,window set color,0.308,Positive,0.19,0.369
comp.graphics.software,Topic 16,file image,0.3,Positive,0.155,0.729
sci.crypt,Topic 13,let put,0.396,Neutral,0.018,0.696
religion.christian.church,Topic 14,god christian,0.491,Positive,0.056,0.367
religion.christian.bible,Topic 13,let put,0.373,Neutral,0.023,0.561
politics.guns.control,Topic 30,president of the united states,0.283,Negative,-0.09,0.413
politics.mideast.israel,Topic 13,let put,0.336,Positive,0.25,0.312
comp.sys.mac.hardware,Topic 11,sale new,0.373,Positive,0.122,0.289
comp.windows.x,Topic 13,let put,0.307,Positive,0.383,0.667
politics.mideast.israel,Topic 7,israel jew,0.445,Neutral,0.025,0.357
politics.mideast.israel,Topic 17,evidence claim,0.421,Positive,0.2,0.2
sci.space.nasa,Topic 13,let put,0.403,Positive,0.137,0.632
alt.atheism,Topic 17,evidence claim,0.631,Positive,0.105,0.351
comp.os.ms-windows.misc,Topic 28,patient drug,0.24,Negative,-0.139,0.514
sci.crypt,Topic 10,key government,0.26,Neutral,0.017,0.533
sport.hockey.nhl,Topic 13,let put,0.207,Neutral,-0.013,0.775
politics.guns.control,Topic 4,state law gun,0.307,Neutral,0.047,0.491
comp.os.ms-windows.misc,Topic 12,computer system,0.622,Positive,0.136,0.382
comp.graphics.software,Topic 13,let put,0.379,Positive,0.188,0.312
comp.graphics.software,Topic 16,file image,0.323,Positive,0.171,0.446
sci.space.nasa,Topic 13,let put,0.339,Positive,0.083,0.354
sci.electronics.circuit,Topic 16,file image,0.292,Neutral,0.0,0.1
religion.christian.bible,Topic 14,god christian,0.422,Positive,0.117,0.478
politics.guns.rights,Topic 30,president of the united states,0.311,Positive,0.221,0.416
rec.autos.buying,Topic 13,let put,0.236,Negative,-0.167,0.361
sci.space.nasa,Topic 17,evidence claim,0.304,Positive,0.138,0.487
politics.guns.control,Topic 13,let put,0.394,Positive,0.125,0.217
comp.sys.mac.hardware,Topic 11,sale new,0.213,Positive,0.072,0.352
sci.electronics.circuit,Topic 13,let put,0.501,Positive,0.15,0.61
comp.graphics.software,Topic 13,let put,0.378,Positive,0.5,0.5
sci.space.nasa,Topic 13,let put,0.28,Positive,0.121,0.497
religion.christian.church,Topic 13,let put,0.175,Positive,0.141,0.441
misc.forsale,Topic 20,mile a car,0.194,Negative,-0.067,0.217
misc.forsale,Topic 11,sale new,0.366,Positive,1.0,0.3
sport.hockey.general,Topic 26,football player vs. football team,0.392,Positive,0.139,0.477
sci.electronics.devices,Topic 23,power battery,0.212,Neutral,0.046,0.449
sci.crypt,Topic 17,evidence claim,0.203,Negative,-0.167,0.507
comp.windows.x,Topic 16,file image,0.637,Negative,-0.214,0.357
politics.mideast.arab,Topic 13,let put,0.327,Neutral,-0.036,0.471
comp.os.ms-windows.misc,Topic 13,let put,0.438,Positive,0.096,0.549
rec.autos.buying,Topic 13,let put,0.372,Neutral,0.0,0.0
misc.forsale,Topic 11,sale new,0.466,Positive,0.202,0.341
comp.graphics.software,Topic 17,evidence claim,0.411,Positive,0.069,0.419
politics.guns.rights,Topic 13,let put,0.311,Positive,0.143,0.268
sci.electronics.circuit,Topic 13,let put,0.473,Positive,0.133,0.93
sci.electronics.circuit,Topic 22,window set color,0.143,Positive,0.188,0.386
comp.windows.x,Topic 22,window set color,0.643,Neutral,0.033,0.667
rec.sport.baseball,Topic 26,football player vs. football team,0.441,Neutral,-0.026,0.52
comp.windows.x,Topic 22,window set color,0.405,Positive,0.109,0.479
religion.christian.bible,Topic 14,god christian,0.841,Neutral,-0.025,0.205
politics.guns.control,Topic 4,state law gun,0.333,Positive,0.1,0.15
sci.crypt,Topic 10,key government,0.288,Positive,0.151,0.533
sci.med.disease,Topic 2,taken home home,0.275,Positive,0.119,0.45
sci.med.treatment,Topic 28,patient drug,0.397,Positive,0.151,0.398
comp.hardware.cpu,Topic 12,computer system,0.412,Neutral,0.021,0.483
rec.autos.repair,Topic 16,file image,0.382,Positive,0.142,0.443
sport.hockey.nhl,Topic 24,mike and john,0.305,Positive,0.167,0.276
politics.mideast.arab,Topic 18,armenian azerbaijan,0.336,Neutral,0.025,0.354
comp.os.ms-windows.misc,Topic 17,evidence claim,0.663,Neutral,-0.019,0.435
sci.space.astronomy,Topic 6,bit point,0.318,Positive,0.079,0.325
comp.graphics.software,Topic 16,file image,0.328,Positive,0.167,0.533
religion.christian.church,Topic 14,god christian,0.239,Positive,0.082,0.471
comp.os.ms-windows.misc,Topic 16,file image,0.621,Positive,0.092,0.281
comp.sys.mac.hardware,Topic 11,sale new,0.367,Positive,0.3,0.732
rec.motorcycles,Topic 13,let put,0.386,Negative,-0.391,1.0
comp.windows.x,Topic 16,file image,0.229,Negative,-0.167,0.667
comp.os.ms-windows.misc,Topic 22,window set color,0.388,Positive,0.133,0.72
sci.med.treatment,Topic 13,let put,0.432,Neutral,0.022,0.453
misc.forsale,Topic 15,copy of a page,0.216,Positive,0.288,0.583
comp.os.ms-windows.misc,Topic 13,let put,0.494,Positive,0.348,0.263
talk.religion.misc,Topic 6,bit point,0.283,Positive,0.5,0.889
misc.forsale,Topic 15,copy of a page,0.224,Positive,0.097,0.444
misc.forsale,Topic 11,sale new,0.291,Positive,0.145,0.486
comp.hardware.drives,Topic 12,computer system,0.285,Negative,-0.104,0.51
sci.electronics.circuit,Topic 8,wiki wiki,0.153,Neutral,0.0,0.0
rec.autos.buying,Topic 20,mile a car,0.3,Positive,0.245,0.49
comp.os.ms-windows.misc,Topic 12,computer system,0.349,Positive,0.125,0.25
sci.space.nasa,Topic 30,president of the united states,0.389,Positive,0.153,0.421
politics.mideast.israel,Topic 7,israel jew,0.276,Positive,0.095,0.238
talk.religion.misc,Topic 14,god christian,0.293,Positive,0.067,0.389
comp.os.ms-windows.misc,Topic 22,window set color,0.363,Neutral,0.0,0.367
rec.sport.baseball,Topic 26,football player vs. football team,0.435,Negative,-0.067,0.57
alt.atheism,Topic 17,evidence claim,0.319,Negative,-0.157,0.454
comp.hardware.drives,Topic 12,computer system,0.488,Neutral,0.009,0.33
comp.sys.mac.hardware,Topic 11,sale new,0.331,Positive,0.234,0.421
sci.med.disease,Topic 16,file image,0.3,Negative,-0.067,0.467
sport.hockey.nhl,Topic 13,let put,0.27,Negative,-0.09,0.402
sci.crypt,Topic 13,let put,0.372,Neutral,0.014,0.405
rec.motorcycles,Topic 13,let put,0.434,Neutral,0.025,0.675
sci.med.disease,Topic 13,let put,0.367,Neutral,0.024,0.569
rec.sport.baseball,Topic 26,football player vs. football team,0.42,Positive,0.117,0.2
comp.hardware.drives,Topic 12,computer system,0.584,Positive,0.139,0.489
alt.atheism,Topic 14,god christian,0.32,Positive,0.056,0.371
comp.sys.mac.hardware,Topic 11,sale new,0.502,Positive,0.136,0.455
comp.os.ms-windows.misc,Topic 12,computer system,0.314,Positive,0.188,0.504
talk.politics.misc,Topic 13,let put,0.355,Negative,-0.074,0.514
sci.crypt,Topic 10,key government,0.414,Neutral,0.0,0.1
alt.atheism,Topic 17,evidence claim,0.279,Positive,0.079,0.391
talk.religion.misc,Topic 17,evidence claim,0.268,Positive,0.065,0.604
comp.windows.x,Topic 22,window set color,0.269,Positive,0.155,0.666
